line,Capacity,hutil1,hutil0p9-1,hutil0p8-0p9,hutil0p75-0p8,hutil>=0p9,hutil>=0p8,hutil>=0p75,dist,zscore,pvalue
3571,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3572,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3573,219,0,0,0,0,0,0,0,3.083,-5.473267562068049,0.9999999779093868
3574,223,0,0,0,0,0,0,0,4.522,-5.473267562068049,0.9999999779093868
3575,245,0,0,0,0,0,0,0,3.37,-5.473267562068049,0.9999999779093868
3576,241,0,0,0,0,0,0,0,4.69,-5.473267562068049,0.9999999779093868
3577,243,0,0,0,0,0,0,0,9.017,-5.473267562068049,0.9999999779093868
3578,259,0,0,0,0,0,0,0,20.389,-5.473267562068049,0.9999999779093868
3579,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3580,265,0,0,0,0,0,0,0,10.793,-5.473267562068049,0.9999999779093868
3581,577,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3582,577,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3583,1314,0,0,0,0,0,0,0,35.924,-5.473267562068049,0.9999999779093868
3584,1222,0,0,0,0,0,0,0,20.313,-5.473267562068049,0.9999999779093868
3585,187,0,0,0,0,0,0,0,2.862,-5.473267562068049,0.9999999779093868
3586,212,0,0,0,0,0,0,0,6.547,-5.473267562068049,0.9999999779093868
3587,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3588,228,0,0,0,0,0,0,0,2.389,-5.473267562068049,0.9999999779093868
3589,279,0,0,0,0,0,0,0,0.53,-5.473267562068049,0.9999999779093868
3590,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3591,225,0,0,0,0,0,0,0,7.854,-5.473267562068049,0.9999999779093868
3592,230,0,0,0,0,0,0,0,4.652,-5.473267562068049,0.9999999779093868
3593,103,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3594,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3595,229,0,0,0,0,0,0,0,6.785,-5.473267562068049,0.9999999779093868
3596,260,0,0,0,2,0,0,2,1.273,-5.106608941802577,0.9999998360042265
3597,208,0,0,0,0,0,0,0,14.061,-5.473267562068049,0.9999999779093868
3598,51,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3599,51,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3600,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3601,234,0,0,0,0,0,0,0,4.458,-5.473267562068049,0.9999999779093868
3602,226,0,0,0,0,0,0,0,13.063,-5.473267562068049,0.9999999779093868
3603,232,0,0,0,0,0,0,0,3.206,-5.473267562068049,0.9999999779093868
3604,211,0,0,0,0,0,0,0,1.54,-5.473267562068049,0.9999999779093868
3605,248,0,0,0,0,0,0,0,1.641,-5.473267562068049,0.9999999779093868
3606,199,0,0,0,0,0,0,0,1.088,-5.473267562068049,0.9999999779093868
3607,571,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3608,1261,0,0,0,0,0,0,0,6.178,-5.473267562068049,0.9999999779093868
3609,1073,0,1,3,2,1,4,6,16.119,-4.373291701271632,0.9999938806491377
3610,264,0,0,0,0,0,0,0,3.543,-5.473267562068049,0.9999999779093868
3611,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3612,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3613,243,0,0,0,0,0,0,0,23.48,-5.473267562068049,0.9999999779093868
3614,185,0,0,0,0,0,0,0,7.565,-5.473267562068049,0.9999999779093868
3615,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3616,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3617,103,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3618,167,0,0,0,0,0,0,0,1.453,-5.473267562068049,0.9999999779093868
3619,223,0,0,0,0,0,0,0,8.432,-5.473267562068049,0.9999999779093868
3620,193,0,0,0,0,0,0,0,5.426,-5.473267562068049,0.9999999779093868
3621,245,0,0,0,0,0,0,0,29.27,-5.473267562068049,0.9999999779093868
3622,51,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3623,51,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3624,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3625,265,0,0,0,0,0,0,0,9.325,-5.473267562068049,0.9999999779093868
3626,279,0,0,0,0,0,0,0,18.39,-5.473267562068049,0.9999999779093868
3627,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3628,223,0,0,0,0,0,0,0,7.024,-5.473267562068049,0.9999999779093868
3629,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3630,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3631,183,0,0,0,0,0,0,0,3.269,-5.473267562068049,0.9999999779093868
3632,216,0,0,0,0,0,0,0,6.249,-5.473267562068049,0.9999999779093868
3633,250,0,0,0,0,0,0,0,0.718,-5.473267562068049,0.9999999779093868
3634,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3635,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3636,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3637,204,0,0,0,0,0,0,0,0.896,-5.473267562068049,0.9999999779093868
3638,185,0,0,0,0,0,0,0,3.967,-5.473267562068049,0.9999999779093868
3639,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3640,186,0,0,0,0,0,0,0,4.784,-5.473267562068049,0.9999999779093868
3641,225,0,0,0,0,0,0,0,9.543,-5.473267562068049,0.9999999779093868
3642,508,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3643,1224,0,0,0,0,0,0,0,48.201,-5.473267562068049,0.9999999779093868
3644,1243,0,0,0,0,0,0,0,88.102,-5.473267562068049,0.9999999779093868
3645,236,0,0,0,0,0,0,0,13.943,-5.473267562068049,0.9999999779093868
3646,251,0,0,0,0,0,0,0,1.599,-5.473267562068049,0.9999999779093868
3647,212,0,0,0,0,0,0,0,12.264,-5.473267562068049,0.9999999779093868
3648,268,0,0,0,0,0,0,0,1.978,-5.473267562068049,0.9999999779093868
3649,233,0,0,0,0,0,0,0,5.228,-5.473267562068049,0.9999999779093868
3650,175,0,0,0,0,0,0,0,16.523,-5.473267562068049,0.9999999779093868
3651,480,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3652,1183,0,0,0,0,0,0,0,15.255,-5.473267562068049,0.9999999779093868
3653,214,0,0,2,2,0,2,4,5.076,-4.739950321537104,0.9999989311468749
3654,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3655,187,0,0,0,0,0,0,0,7.935,-5.473267562068049,0.9999999779093868
3656,241,0,0,0,0,0,0,0,2.25,-5.473267562068049,0.9999999779093868
3657,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3658,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3659,239,0,0,0,0,0,0,0,9.994,-5.473267562068049,0.9999999779093868
3660,258,0,0,0,0,0,0,0,3.239,-5.473267562068049,0.9999999779093868
3661,204,0,0,0,0,0,0,0,4.646,-5.473267562068049,0.9999999779093868
3662,203,0,0,0,0,0,0,0,8.939,-5.473267562068049,0.9999999779093868
3663,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3664,209,0,0,0,0,0,0,0,1.367,-5.473267562068049,0.9999999779093868
3665,171,0,0,0,0,0,0,0,1.802,-5.473267562068049,0.9999999779093868
3666,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3667,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3668,214,0,0,0,0,0,0,0,10.103,-5.473267562068049,0.9999999779093868
3669,207,0,0,0,0,0,0,0,1.911,-5.473267562068049,0.9999999779093868
3670,191,0,0,0,0,0,0,0,1.805,-5.473267562068049,0.9999999779093868
3671,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3672,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3673,250,0,0,0,0,0,0,0,59.156,-5.473267562068049,0.9999999779093868
3674,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3675,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3676,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3677,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3678,242,0,0,0,0,0,0,0,10.257,-5.473267562068049,0.9999999779093868
3679,262,0,0,0,0,0,0,0,4.363,-5.473267562068049,0.9999999779093868
3680,209,0,0,0,0,0,0,0,22.989,-5.473267562068049,0.9999999779093868
3681,193,0,0,0,0,0,0,0,3.451,-5.473267562068049,0.9999999779093868
3682,226,0,0,0,0,0,0,0,5.051,-5.473267562068049,0.9999999779093868
3683,182,0,0,0,0,0,0,0,4.244,-5.473267562068049,0.9999999779093868
3684,207,0,0,0,0,0,0,0,1.616,-5.473267562068049,0.9999999779093868
3685,220,0,0,0,0,0,0,0,7.151,-5.473267562068049,0.9999999779093868
3686,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3687,242,0,0,0,0,0,0,0,7.58,-5.473267562068049,0.9999999779093868
3688,248,0,0,0,0,0,0,0,9.654,-5.473267562068049,0.9999999779093868
3689,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3690,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3691,282,0,0,0,0,0,0,0,4.296,-5.473267562068049,0.9999999779093868
3692,207,0,0,0,0,0,0,0,2.089,-5.473267562068049,0.9999999779093868
3693,293,0,0,0,0,0,0,0,30.967,-5.473267562068049,0.9999999779093868
3694,297,0,0,0,0,0,0,0,2.989,-5.473267562068049,0.9999999779093868
3695,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3696,234,0,0,0,0,0,0,0,9.866,-5.473267562068049,0.9999999779093868
3697,230,0,0,0,0,0,0,0,4.602,-5.473267562068049,0.9999999779093868
3698,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3699,208,0,0,0,0,0,0,0,10.538,-5.473267562068049,0.9999999779093868
3700,240,0,0,0,0,0,0,0,34.896,-5.473267562068049,0.9999999779093868
3701,227,0,0,0,0,0,0,0,27.844,-5.473267562068049,0.9999999779093868
3702,228,0,0,0,0,0,0,0,22.221,-5.473267562068049,0.9999999779093868
3703,192,0,0,0,0,0,0,0,24.944,-5.473267562068049,0.9999999779093868
3704,177,0,0,0,0,0,0,0,48.791,-5.473267562068049,0.9999999779093868
3705,214,0,0,0,0,0,0,0,38.342,-5.473267562068049,0.9999999779093868
3706,222,0,0,0,0,0,0,0,10.089,-5.473267562068049,0.9999999779093868
3707,181,0,0,0,0,0,0,0,78.357,-5.473267562068049,0.9999999779093868
3708,254,0,0,0,0,0,0,0,3.218,-5.473267562068049,0.9999999779093868
3709,217,0,0,0,0,0,0,0,16.692,-5.473267562068049,0.9999999779093868
3710,184,0,0,0,0,0,0,0,106.782,-5.473267562068049,0.9999999779093868
3711,243,0,0,0,0,0,0,0,6.524,-5.473267562068049,0.9999999779093868
3712,216,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3713,231,0,0,0,0,0,0,0,3.985,-5.473267562068049,0.9999999779093868
3714,208,0,0,0,0,0,0,0,22.57,-5.473267562068049,0.9999999779093868
3715,108,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3716,108,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3717,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3718,146,0,0,0,0,0,0,0,4.577,-5.473267562068049,0.9999999779093868
3719,253,0,0,0,1,0,0,1,25.535,-5.289938251935313,0.9999999388211693
3720,240,0,0,0,0,0,0,0,7.864,-5.473267562068049,0.9999999779093868
3721,180,0,0,0,0,0,0,0,20.142,-5.473267562068049,0.9999999779093868
3722,190,0,0,0,0,0,0,0,25.279,-5.473267562068049,0.9999999779093868
3723,206,0,0,0,0,0,0,0,8.971,-5.473267562068049,0.9999999779093868
3724,1892,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3725,1484,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3726,1483,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3727,1483,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3728,1482,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3729,4059,0,0,0,0,0,0,0,11.606,-5.473267562068049,0.9999999779093868
3730,4134,0,0,0,0,0,0,0,53.444,-5.473267562068049,0.9999999779093868
3731,4146,0,0,0,0,0,0,0,33.987,-5.473267562068049,0.9999999779093868
3732,447,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3733,1097,0,0,0,0,0,0,0,6.912,-5.473267562068049,0.9999999779093868
3734,858,0,0,0,0,0,0,0,0.555,-5.473267562068049,0.9999999779093868
3735,1215,0,0,0,0,0,0,0,29.089,-5.473267562068049,0.9999999779093868
3736,1322,0,0,0,0,0,0,0,25.478,-5.473267562068049,0.9999999779093868
3737,284,0,0,0,0,0,0,0,0.555,-5.473267562068049,0.9999999779093868
3738,438,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3739,346,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3740,345,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3741,345,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3742,344,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3743,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3744,1052,0,0,0,0,0,0,0,11.036,-5.473267562068049,0.9999999779093868
3745,1097,0,0,0,0,0,0,0,3.985,-5.473267562068049,0.9999999779093868
3746,481,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3747,562,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3748,561,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3749,556,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3750,554,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3751,1150,0,0,0,0,0,0,0,5.074,-5.473267562068049,0.9999999779093868
3752,1059,0,0,0,0,0,0,0,2.94,-5.473267562068049,0.9999999779093868
3753,431,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3754,50,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3755,469,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3756,594,0,0,357,198,0,357,555,0.0,96.27449956160052,0.0
3757,312,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3758,293,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3759,1137,0,0,0,0,0,0,0,7.52,-5.473267562068049,0.9999999779093868
3760,1292,0,0,0,0,0,0,0,42.325,-5.473267562068049,0.9999999779093868
3761,1093,0,0,0,0,0,0,0,8.598,-5.473267562068049,0.9999999779093868
3762,58,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3763,640,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3764,529,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3765,529,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3766,528,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3767,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3768,555,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3769,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3770,244,0,0,0,0,0,0,0,1.788,-5.473267562068049,0.9999999779093868
3771,1182,0,0,0,0,0,0,0,5.624,-5.473267562068049,0.9999999779093868
3772,95,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3773,212,0,0,0,0,0,0,0,5.197,-5.473267562068049,0.9999999779093868
3774,590,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3775,298,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3776,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3777,465,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3778,62,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3779,125,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3780,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3781,172,0,0,0,0,0,0,0,0.127,-5.473267562068049,0.9999999779093868
3782,1677,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3783,1677,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3784,1677,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3785,1788,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3786,1785,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3787,1771,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3788,620,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3789,1320,0,0,0,0,0,0,0,2.135,-5.473267562068049,0.9999999779093868
3790,1280,0,0,0,0,0,0,0,14.495,-5.473267562068049,0.9999999779093868
3791,470,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3792,150,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3793,442,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3794,538,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3795,536,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3796,536,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3797,1319,0,0,0,0,0,0,0,44.266,-5.473267562068049,0.9999999779093868
3798,365,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3799,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3800,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3801,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3802,1188,0,0,0,0,0,0,0,6.193,-5.473267562068049,0.9999999779093868
3803,457,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3804,417,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3805,416,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3806,1106,0,0,0,0,0,0,0,13.113,-5.473267562068049,0.9999999779093868
3807,581,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3808,400,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3809,400,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3810,397,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3811,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3812,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3813,556,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3814,229,0,0,0,0,0,0,0,1.098,-5.473267562068049,0.9999999779093868
3815,25,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3816,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3817,408,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3818,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3819,1156,0,0,0,0,0,0,0,5.118,-5.473267562068049,0.9999999779093868
3820,400,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3821,486,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3822,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3823,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3824,250,0,0,0,0,0,0,0,0.198,-5.473267562068049,0.9999999779093868
3825,1635,0,1,4,3,1,5,8,0.0,-4.00663308100616,0.999969204785518
3826,1493,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3827,1493,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3828,1492,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3829,3868,0,0,0,0,0,0,0,46.356,-5.473267562068049,0.9999999779093868
3830,477,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3831,1642,0,1,4,2,1,5,7,0.0,-4.189962391138896,0.9999860499653372
3832,1079,0,0,0,0,0,0,0,30.863,-5.473267562068049,0.9999999779093868
3833,100,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3834,133,413,275,254,165,688,942,1107,0.0,197.47227875487087,0.0
3835,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3836,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3837,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3838,409,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3839,1201,0,0,0,0,0,0,0,14.233,-5.473267562068049,0.9999999779093868
3840,452,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3841,448,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3842,447,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3843,447,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3844,246,0,0,0,0,0,0,0,10.765,-5.473267562068049,0.9999999779093868
3845,193,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3846,262,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3847,103,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3848,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3849,96,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3850,96,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3851,131,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3852,131,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3853,51,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3854,51,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3855,103,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3856,66,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3857,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3858,462,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3859,573,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3860,1282,0,0,0,0,0,0,0,19.96,-5.473267562068049,0.9999999779093868
3861,437,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3862,25,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3863,1617,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3864,1617,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3865,1617,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3866,1531,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3867,1529,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3868,1525,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3869,606,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3870,606,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3871,606,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3872,563,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3873,369,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3874,368,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3875,365,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3876,364,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3877,361,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3878,309,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3879,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3880,425,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3881,554,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3882,1030,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3883,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3884,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3885,479,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3886,238,0,0,0,0,0,0,0,16.876,-5.473267562068049,0.9999999779093868
3887,75,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3888,515,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3889,515,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3890,921,0,0,0,0,0,0,0,41.493,-5.473267562068049,0.9999999779093868
3891,437,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3892,70,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3893,28,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3894,131,419,277,261,164,696,957,1121,0.0,200.03888909672918,0.0
3895,223,0,0,0,0,0,0,0,19.843,-5.473267562068049,0.9999999779093868
3896,226,0,0,0,0,0,0,0,18.715,-5.473267562068049,0.9999999779093868
3897,189,0,0,0,0,0,0,0,5.489,-5.473267562068049,0.9999999779093868
3898,206,0,0,0,0,0,0,0,4.545,-5.473267562068049,0.9999999779093868
3899,252,0,0,0,0,0,0,0,17.521,-5.473267562068049,0.9999999779093868
3900,250,0,0,0,0,0,0,0,5.281,-5.473267562068049,0.9999999779093868
3901,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3902,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
3903,239,0,0,0,0,0,0,0,10.071,-5.473267562068049,0.9999999779093868
3904,270,0,0,0,0,0,0,0,6.323,-5.473267562068049,0.9999999779093868
3905,180,0,0,0,0,0,0,0,6.145,-5.473267562068049,0.9999999779093868
3906,222,0,0,0,0,0,0,0,14.201,-5.473267562068049,0.9999999779093868
3907,238,0,0,0,0,0,0,0,6.646,-5.473267562068049,0.9999999779093868
