line,Capacity,hutil1,hutil0p9-1,hutil0p8-0p9,hutil0p75-0p8,hutil>=0p9,hutil>=0p8,hutil>=0p75,dist,zscore,pvalue
68,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
69,199,0,0,0,0,0,0,0,2.193,-5.473267562068049,0.9999999779093868
70,230,0,0,0,0,0,0,0,8.797,-5.473267562068049,0.9999999779093868
71,209,0,0,0,0,0,0,0,5.18,-5.473267562068049,0.9999999779093868
72,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
73,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
74,236,0,0,0,0,0,0,0,26.148,-5.473267562068049,0.9999999779093868
75,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
76,232,0,0,0,0,0,0,0,19.159,-5.473267562068049,0.9999999779093868
77,227,0,0,0,0,0,0,0,17.203,-5.473267562068049,0.9999999779093868
78,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
79,213,0,0,0,0,0,0,0,7.595,-5.473267562068049,0.9999999779093868
80,227,0,0,0,0,0,0,0,32.295,-5.473267562068049,0.9999999779093868
81,466,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
82,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
83,201,0,0,0,0,0,0,0,5.415,-5.473267562068049,0.9999999779093868
84,235,0,0,0,0,0,0,0,3.534,-5.473267562068049,0.9999999779093868
85,230,0,0,0,0,0,0,0,13.839,-5.473267562068049,0.9999999779093868
86,1228,0,0,0,0,0,0,0,64.673,-5.473267562068049,0.9999999779093868
87,1358,0,0,0,0,0,0,0,27.969,-5.473267562068049,0.9999999779093868
88,211,0,0,0,0,0,0,0,7.508,-5.473267562068049,0.9999999779093868
89,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
90,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
91,196,0,0,0,0,0,0,0,5.217,-5.473267562068049,0.9999999779093868
92,206,0,0,0,0,0,0,0,11.287,-5.473267562068049,0.9999999779093868
93,108,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
94,54,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
95,54,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
96,203,0,0,0,0,0,0,0,9.287,-5.473267562068049,0.9999999779093868
97,244,0,0,0,0,0,0,0,6.368,-5.473267562068049,0.9999999779093868
98,221,0,0,0,0,0,0,0,9.864,-5.473267562068049,0.9999999779093868
99,229,0,0,0,0,0,0,0,7.921,-5.473267562068049,0.9999999779093868
100,236,0,0,0,0,0,0,0,9.959,-5.473267562068049,0.9999999779093868
101,232,0,0,0,0,0,0,0,26.244,-5.473267562068049,0.9999999779093868
102,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
103,205,0,0,0,0,0,0,0,8.465,-5.473267562068049,0.9999999779093868
104,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
105,181,0,0,0,0,0,0,0,17.647,-5.473267562068049,0.9999999779093868
106,218,0,0,0,0,0,0,0,8.135,-5.473267562068049,0.9999999779093868
107,205,0,0,0,0,0,0,0,3.905,-5.473267562068049,0.9999999779093868
108,216,0,0,0,0,0,0,0,34.451,-5.473267562068049,0.9999999779093868
109,236,0,0,0,0,0,0,0,13.537,-5.473267562068049,0.9999999779093868
110,229,0,0,0,0,0,0,0,6.995,-5.473267562068049,0.9999999779093868
111,616,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
112,1170,0,0,0,0,0,0,0,52.015,-5.473267562068049,0.9999999779093868
113,466,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
114,219,0,0,0,0,0,0,0,5.171,-5.473267562068049,0.9999999779093868
115,246,0,0,0,0,0,0,0,13.436,-5.473267562068049,0.9999999779093868
116,150,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
117,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
118,182,0,0,0,0,0,0,0,4.468,-5.473267562068049,0.9999999779093868
119,198,0,0,0,0,0,0,0,4.845,-5.473267562068049,0.9999999779093868
120,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
121,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
122,216,0,0,0,0,0,0,0,7.47,-5.473267562068049,0.9999999779093868
123,176,0,0,0,0,0,0,0,30.715,-5.473267562068049,0.9999999779093868
124,206,0,0,0,0,0,0,0,16.641,-5.473267562068049,0.9999999779093868
125,214,0,0,0,0,0,0,0,14.878,-5.473267562068049,0.9999999779093868
126,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
127,258,0,0,0,0,0,0,0,2.292,-5.473267562068049,0.9999999779093868
128,223,0,0,0,0,0,0,0,3.886,-5.473267562068049,0.9999999779093868
129,212,0,0,0,0,0,0,0,22.077,-5.473267562068049,0.9999999779093868
130,189,0,0,0,0,0,0,0,5.251,-5.473267562068049,0.9999999779093868
131,172,0,0,0,0,0,0,0,11.133,-5.473267562068049,0.9999999779093868
132,248,0,0,0,0,0,0,0,2.924,-5.473267562068049,0.9999999779093868
133,214,0,0,0,0,0,0,0,13.218,-5.473267562068049,0.9999999779093868
134,249,0,0,0,0,0,0,0,16.841,-5.473267562068049,0.9999999779093868
135,229,0,0,0,0,0,0,0,6.658,-5.473267562068049,0.9999999779093868
136,235,0,0,0,0,0,0,0,18.405,-5.473267562068049,0.9999999779093868
137,218,0,0,0,0,0,0,0,32.305,-5.473267562068049,0.9999999779093868
138,258,0,0,0,0,0,0,0,19.48,-5.473267562068049,0.9999999779093868
139,234,0,0,0,0,0,0,0,5.441,-5.473267562068049,0.9999999779093868
140,217,0,0,0,0,0,0,0,10.194,-5.473267562068049,0.9999999779093868
141,233,0,0,0,0,0,0,0,4.742,-5.473267562068049,0.9999999779093868
142,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
143,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
144,168,0,0,0,0,0,0,0,7.664,-5.473267562068049,0.9999999779093868
145,241,0,0,0,0,0,0,0,43.542,-5.473267562068049,0.9999999779093868
146,240,0,0,0,0,0,0,0,8.837,-5.473267562068049,0.9999999779093868
147,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
148,214,0,0,0,0,0,0,0,6.707,-5.473267562068049,0.9999999779093868
149,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
150,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
151,194,0,0,0,0,0,0,0,4.063,-5.473267562068049,0.9999999779093868
152,212,0,0,0,0,0,0,0,2.106,-5.473267562068049,0.9999999779093868
153,194,0,0,0,0,0,0,0,1.244,-5.473267562068049,0.9999999779093868
154,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
155,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
156,209,0,0,0,0,0,0,0,0.71,-5.473267562068049,0.9999999779093868
157,143,0,0,0,0,0,0,0,2.854,-5.473267562068049,0.9999999779093868
158,211,0,0,0,0,0,0,0,5.692,-5.473267562068049,0.9999999779093868
159,212,0,0,0,0,0,0,0,17.292,-5.473267562068049,0.9999999779093868
160,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
161,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
162,249,0,0,0,0,0,0,0,10.036,-5.473267562068049,0.9999999779093868
163,235,0,0,0,0,0,0,0,13.258,-5.473267562068049,0.9999999779093868
164,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
165,236,0,0,0,0,0,0,0,29.275,-5.473267562068049,0.9999999779093868
166,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
167,216,0,0,0,0,0,0,0,22.796,-5.473267562068049,0.9999999779093868
168,234,0,0,0,0,0,0,0,5.014,-5.473267562068049,0.9999999779093868
169,212,0,0,0,0,0,0,0,3.043,-5.473267562068049,0.9999999779093868
170,188,0,0,0,0,0,0,0,8.21,-5.473267562068049,0.9999999779093868
171,221,0,0,0,0,0,0,0,35.0,-5.473267562068049,0.9999999779093868
172,245,0,0,0,0,0,0,0,22.038,-5.473267562068049,0.9999999779093868
173,577,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
174,1345,0,0,0,0,0,0,0,45.168,-5.473267562068049,0.9999999779093868
175,1180,0,0,0,0,0,0,0,25.79,-5.473267562068049,0.9999999779093868
176,1332,0,0,0,0,0,0,0,25.153,-5.473267562068049,0.9999999779093868
177,452,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
178,266,0,0,0,0,0,0,0,6.342,-5.473267562068049,0.9999999779093868
179,246,0,0,0,0,0,0,0,18.817,-5.473267562068049,0.9999999779093868
180,238,0,0,0,0,0,0,0,16.62,-5.473267562068049,0.9999999779093868
181,125,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
182,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
183,179,0,0,0,0,0,0,0,5.328,-5.473267562068049,0.9999999779093868
184,208,0,0,0,0,0,0,0,26.806,-5.473267562068049,0.9999999779093868
185,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
186,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
187,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
188,562,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
189,1116,0,0,0,0,0,0,0,43.931,-5.473267562068049,0.9999999779093868
190,1195,0,0,0,0,0,0,0,32.084,-5.473267562068049,0.9999999779093868
191,239,0,0,0,0,0,0,0,8.678,-5.473267562068049,0.9999999779093868
192,221,0,0,0,0,0,0,0,1.314,-5.473267562068049,0.9999999779093868
193,239,0,0,0,0,0,0,0,4.625,-5.473267562068049,0.9999999779093868
194,231,0,0,0,0,0,0,0,3.1,-5.473267562068049,0.9999999779093868
195,223,0,0,0,0,0,0,0,3.842,-5.473267562068049,0.9999999779093868
196,182,0,0,0,0,0,0,0,2.363,-5.473267562068049,0.9999999779093868
197,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
198,203,0,0,0,0,0,0,0,4.969,-5.473267562068049,0.9999999779093868
199,225,0,0,0,0,0,0,0,3.474,-5.473267562068049,0.9999999779093868
200,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
201,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
202,202,0,0,0,0,0,0,0,18.622,-5.473267562068049,0.9999999779093868
203,264,0,0,0,0,0,0,0,7.415,-5.473267562068049,0.9999999779093868
204,220,0,0,0,0,0,0,0,12.65,-5.473267562068049,0.9999999779093868
205,278,0,0,0,0,0,0,0,0.787,-5.473267562068049,0.9999999779093868
206,278,0,0,0,0,0,0,0,0.787,-5.473267562068049,0.9999999779093868
207,280,0,0,0,0,0,0,0,2.854,-5.473267562068049,0.9999999779093868
208,280,0,0,0,0,0,0,0,2.854,-5.473267562068049,0.9999999779093868
209,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
210,232,0,0,0,0,0,0,0,4.768,-5.473267562068049,0.9999999779093868
211,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
212,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
213,198,0,0,0,0,0,0,0,9.621,-5.473267562068049,0.9999999779093868
214,242,0,0,0,0,0,0,0,3.506,-5.473267562068049,0.9999999779093868
215,214,0,0,0,0,0,0,0,2.941,-5.473267562068049,0.9999999779093868
216,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
217,246,0,0,0,0,0,0,0,3.068,-5.473267562068049,0.9999999779093868
218,203,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
219,101,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
220,101,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
221,204,0,0,0,0,0,0,0,2.815,-5.473267562068049,0.9999999779093868
222,274,0,0,0,0,0,0,0,7.285,-5.473267562068049,0.9999999779093868
223,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
224,205,0,0,0,0,0,0,0,3.746,-5.473267562068049,0.9999999779093868
225,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
226,155,0,0,0,0,0,0,0,6.036,-5.473267562068049,0.9999999779093868
227,249,0,0,0,0,0,0,0,4.586,-5.473267562068049,0.9999999779093868
228,232,0,0,0,0,0,0,0,3.41,-5.473267562068049,0.9999999779093868
229,198,0,0,0,0,0,0,0,3.656,-5.473267562068049,0.9999999779093868
230,218,0,0,0,0,0,0,0,7.152,-5.473267562068049,0.9999999779093868
231,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
232,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
233,209,0,0,0,0,0,0,0,4.106,-5.473267562068049,0.9999999779093868
234,200,0,0,0,0,0,0,0,7.705,-5.473267562068049,0.9999999779093868
235,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
236,198,0,0,0,0,0,0,0,5.321,-5.473267562068049,0.9999999779093868
237,212,0,0,0,0,0,0,0,9.594,-5.473267562068049,0.9999999779093868
238,192,0,0,0,0,0,0,0,12.562,-5.473267562068049,0.9999999779093868
239,233,0,0,0,0,0,0,0,4.755,-5.473267562068049,0.9999999779093868
240,317,0,0,0,0,0,0,0,2.321,-5.473267562068049,0.9999999779093868
241,328,0,0,0,0,0,0,0,7.441,-5.473267562068049,0.9999999779093868
242,216,0,0,0,0,0,0,0,11.156,-5.473267562068049,0.9999999779093868
243,183,0,0,0,0,0,0,0,1.194,-5.473267562068049,0.9999999779093868
244,190,0,0,0,0,0,0,0,4.888,-5.473267562068049,0.9999999779093868
245,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
246,175,0,0,0,0,0,0,0,9.174,-5.473267562068049,0.9999999779093868
247,250,0,0,0,0,0,0,0,2.029,-5.473267562068049,0.9999999779093868
248,196,0,0,0,0,0,0,0,3.307,-5.473267562068049,0.9999999779093868
249,208,0,0,0,0,0,0,0,6.86,-5.473267562068049,0.9999999779093868
250,267,0,0,0,0,0,0,0,1.829,-5.473267562068049,0.9999999779093868
251,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
252,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
253,217,0,0,0,0,0,0,0,6.937,-5.473267562068049,0.9999999779093868
254,271,0,0,0,0,0,0,0,35.34,-5.473267562068049,0.9999999779093868
255,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
256,243,0,0,0,0,0,0,0,32.158,-5.473267562068049,0.9999999779093868
257,214,0,0,0,0,0,0,0,0.472,-5.473267562068049,0.9999999779093868
258,246,0,0,0,0,0,0,0,5.688,-5.473267562068049,0.9999999779093868
259,272,0,0,0,0,0,0,0,1.301,-5.473267562068049,0.9999999779093868
260,233,0,0,0,0,0,0,0,5.06,-5.473267562068049,0.9999999779093868
261,189,0,0,0,0,0,0,0,7.052,-5.473267562068049,0.9999999779093868
262,237,0,0,0,0,0,0,0,10.428,-5.473267562068049,0.9999999779093868
263,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
264,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
265,204,0,0,0,0,0,0,0,9.966,-5.473267562068049,0.9999999779093868
266,215,0,0,0,0,0,0,0,14.537,-5.473267562068049,0.9999999779093868
267,192,0,0,0,0,0,0,0,2.388,-5.473267562068049,0.9999999779093868
268,235,0,0,0,0,0,0,0,3.007,-5.473267562068049,0.9999999779093868
269,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
270,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
271,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
272,226,0,0,0,0,0,0,0,41.864,-5.473267562068049,0.9999999779093868
273,174,0,0,0,0,0,0,0,10.084,-5.473267562068049,0.9999999779093868
274,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
275,256,0,0,0,0,0,0,0,36.645,-5.473267562068049,0.9999999779093868
276,556,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
277,1215,0,0,0,0,0,0,0,32.215,-5.473267562068049,0.9999999779093868
278,1396,0,0,0,0,0,0,0,134.823,-5.473267562068049,0.9999999779093868
279,1182,0,0,0,0,0,0,0,22.858,-5.473267562068049,0.9999999779093868
280,1341,0,0,0,0,0,0,0,17.337,-5.473267562068049,0.9999999779093868
281,456,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
282,100,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
283,499,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
284,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
285,1224,0,0,0,0,0,0,0,15.081,-5.473267562068049,0.9999999779093868
286,1215,0,0,0,0,0,0,0,18.499,-5.473267562068049,0.9999999779093868
287,1224,0,0,0,0,0,0,0,46.992,-5.473267562068049,0.9999999779093868
288,207,0,0,0,0,0,0,0,3.978,-5.473267562068049,0.9999999779093868
289,243,0,0,0,0,0,0,0,1.462,-5.473267562068049,0.9999999779093868
290,194,0,0,0,0,0,0,0,17.105,-5.473267562068049,0.9999999779093868
291,233,0,0,0,0,0,0,0,14.488,-5.473267562068049,0.9999999779093868
292,221,0,0,0,0,0,0,0,3.588,-5.473267562068049,0.9999999779093868
293,236,0,0,0,0,0,0,0,9.835,-5.473267562068049,0.9999999779093868
294,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
295,225,0,0,0,0,0,0,0,10.928,-5.473267562068049,0.9999999779093868
296,230,0,0,0,0,0,0,0,14.71,-5.473267562068049,0.9999999779093868
297,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
298,203,0,0,0,0,0,0,0,1.872,-5.473267562068049,0.9999999779093868
299,235,0,0,0,0,0,0,0,10.36,-5.473267562068049,0.9999999779093868
300,201,0,0,0,0,0,0,0,2.117,-5.473267562068049,0.9999999779093868
301,220,0,0,0,0,0,0,0,8.12,-5.473267562068049,0.9999999779093868
302,236,0,0,0,0,0,0,0,9.568,-5.473267562068049,0.9999999779093868
303,203,0,0,0,0,0,0,0,3.739,-5.473267562068049,0.9999999779093868
304,203,0,0,0,0,0,0,0,5.608,-5.473267562068049,0.9999999779093868
305,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
306,240,0,0,0,0,0,0,0,3.95,-5.473267562068049,0.9999999779093868
307,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
308,223,0,0,0,0,0,0,0,20.019,-5.473267562068049,0.9999999779093868
309,249,0,0,0,0,0,0,0,8.074,-5.473267562068049,0.9999999779093868
310,254,0,0,0,0,0,0,0,5.874,-5.473267562068049,0.9999999779093868
311,250,0,0,0,0,0,0,0,21.746,-5.473267562068049,0.9999999779093868
312,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
313,214,0,0,0,0,0,0,0,11.748,-5.473267562068049,0.9999999779093868
314,275,0,0,0,0,0,0,0,4.87,-5.473267562068049,0.9999999779093868
315,211,0,0,0,0,0,0,0,15.558,-5.473267562068049,0.9999999779093868
316,194,0,0,0,0,0,0,0,4.825,-5.473267562068049,0.9999999779093868
317,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
318,224,0,0,0,0,0,0,0,1.499,-5.473267562068049,0.9999999779093868
319,252,0,0,0,0,0,0,0,11.812,-5.473267562068049,0.9999999779093868
320,298,0,0,0,0,0,0,0,3.539,-5.473267562068049,0.9999999779093868
321,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
322,221,0,0,0,0,0,0,0,39.813,-5.473267562068049,0.9999999779093868
323,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
324,254,0,0,0,0,0,0,0,5.545,-5.473267562068049,0.9999999779093868
325,197,0,0,0,0,0,0,0,2.549,-5.473267562068049,0.9999999779093868
326,201,0,0,0,0,0,0,0,10.612,-5.473267562068049,0.9999999779093868
327,222,0,0,0,0,0,0,0,3.082,-5.473267562068049,0.9999999779093868
328,255,0,0,0,0,0,0,0,4.36,-5.473267562068049,0.9999999779093868
329,234,0,0,0,0,0,0,0,3.356,-5.473267562068049,0.9999999779093868
330,208,0,0,0,0,0,0,0,2.652,-5.473267562068049,0.9999999779093868
331,178,0,0,0,0,0,0,0,3.249,-5.473267562068049,0.9999999779093868
332,231,0,0,0,0,0,0,0,3.135,-5.473267562068049,0.9999999779093868
333,269,0,0,0,0,0,0,0,21.495,-5.473267562068049,0.9999999779093868
334,278,0,0,0,0,0,0,0,7.353,-5.473267562068049,0.9999999779093868
335,278,0,0,0,0,0,0,0,7.353,-5.473267562068049,0.9999999779093868
336,237,0,0,0,0,0,0,0,2.499,-5.473267562068049,0.9999999779093868
337,264,0,0,0,0,0,0,0,5.801,-5.473267562068049,0.9999999779093868
338,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
339,188,0,0,0,0,0,0,0,5.673,-5.473267562068049,0.9999999779093868
340,226,0,0,0,0,0,0,0,1.407,-5.473267562068049,0.9999999779093868
341,205,0,0,0,0,0,0,0,1.3,-5.473267562068049,0.9999999779093868
342,99999,0,0,0,0,0,0,0,0.0,-5.473267562068049,0.9999999779093868
